"date","m0","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","m13","m14","m15","m16","m17","m18","m19","m20","m21","m22","m23","m24","m25","m26","m27","m28","m29","m30","m31","m32","m33","m34","m35","m36","m37","m38","m39","m40","m41","m42","m43","m44","m45","m46","m47","m48","m49","m50"
2015-10-16 09:00:00,11.98,11.97,11.97,11.97,11.97,11.97,11.96925,11.9694736842105,11.97,11.97,11.97,11.97,11.9647619047619,11.9697435897436,11.9677777777778,11.96,11.8825,11.0115217391304,9.62666666666667,8.46325,7.63448979591837,6.99972972972973,6.66542857142857,6.49558823529412,6.37585365853659,6.25222222222222,6.137,6.03238095238095,5.95232558139535,5.871,5.81538461538462,5.75108108108108,5.69617647058824,5.65117647058824,5.62263157894737,5.58,5.566,5.54219512195122,5.52880952380952,5.5045,5.48170212765957,5.46711111111111,5.44555555555556,5.42302325581395,5.40104166666667,5.38,5.37836734693878,5.35837209302326,5.34604166666667,5.34,5.33
2015-10-22 12:00:00,11.2,11.2,11.1918604651163,11.2,11.1971929824561,11.19,11.19,11.19,11.19,11.19,11.1925925925926,11.19,11.19,11.1834615384615,11.19,11.19,11.1872881355932,11.18,11.18,11.1701515151515,10.1036,7.95864864864865,7.07444444444444,6.63866666666667,6.47,6.32114285714286,6.20961538461538,6.10372549019608,5.97904761904762,5.92808510638298,5.84935483870968,5.8064406779661,5.75639344262295,5.71761904761905,5.677,5.65460317460317,5.61927536231884,5.60470588235294,5.57581395348837,5.55,5.53354838709677,5.5071875,5.4915625,5.46515625,5.46,5.44467741935484,5.42854545454545,5.41,5.39,5.37289473684211,5.36755102040816
2015-10-28 07:00:00,10.69,10.7071794871795,10.73,10.73,10.72,10.7252631578947,10.7255,10.73,10.73,10.72,10.72,10.72,10.72,10.72,10.72,10.72,10.71,10.71,10.7085185185185,10.4851219512195,8.67945945945946,7.66068965517241,7.184375,6.79058823529412,6.51,6.3794,6.24459459459459,6.16641509433962,6.1064,6.02695652173913,5.9440625,5.869375,5.80813953488372,5.755,5.72066666666667,5.69488888888889,5.66823529411765,5.64627118644068,5.62619047619048,5.58020408163265,5.56018867924528,5.5416,5.52170212765957,5.50188679245283,5.48090909090909,5.47070175438596,5.46,5.44581818181818,5.42872340425532,NA,NA
2015-10-28 08:00:00,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
2015-11-04 08:00:00,10.14,10.14,10.13,10.14,10.13,10.13,10.13,10.13,10.13,10.13,10.13,10.13,10.1208771929825,10.13,10.13,10.13,10.13,10.1277358490566,10.12,10.12,10.12,9.02617021276596,7.70385964912281,7.11015873015873,6.80121212121212,6.55576271186441,6.43333333333333,6.36590909090909,6.27272727272727,6.15561403508772,6.07810344827586,5.97864864864865,5.93761904761905,5.88,5.8475,5.80811320754717,5.75525423728814,5.73166666666667,5.70376623376623,5.66253731343284,5.609375,5.58016393442623,5.55939393939394,5.5316,5.51076923076923,5.49029850746269,5.47535211267606,5.46138888888889,5.43402985074627,5.41145161290323,5.39361111111111
2015-11-11 10:00:00,10.42,10.4198245614035,10.4189795918367,10.42,10.42,10.41,10.42,10.43,10.42,10.42,10.41,10.40375,10.41,10.41,10.41,10.41,10.4,10.4,10.4,10.4,10.3970454545455,10.3918421052632,8.686,7.40473684210526,6.87894736842105,6.57073170731707,6.32,6.20263157894737,6.13666666666667,6.07258064516129,6.02648648648649,5.99,5.93941176470588,5.90114285714286,5.83681818181818,5.79372093023256,5.77717391304348,5.74117647058824,5.6885,5.65676470588235,5.63,5.62645833333333,5.58972972972973,5.5525,5.56,5.55,5.53,5.53,5.51511111111111,5.5,5.49
2015-11-20 08:00:00,9.42,9.42,9.42,9.42,9.41833333333333,9.42,9.42,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.42,9.42,9.41614035087719,9.41791666666667,9.42,9.42,9.42,9.418125,9.40538461538462,9.392,9.38833333333333,9.37,9.35205128205128,7.75538461538461,6.39351351351351,6.22219512195122,6.18,6.15888888888889,6.13282051282051,6.0954,6.06,6.03551020408163,5.99454545454546,5.98,5.94625,5.9162,5.89148936170213,5.8552,5.82061224489796,5.76,5.69720930232558,5.6465,5.62325581395349,5.59,5.57390243902439,5.55714285714286
2015-11-26 14:00:00,8.23,8.25823529411765,8.13142857142857,8.105,8.09975609756098,8.09,8.09,8.09,8.08045454545455,8.08,8.07714285714286,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.06,8.06,8.03647887323944,7.88736842105263,7.66367647058824,7.38553191489362,7.32666666666667,7.3071875,7.28478873239437,7.24639344262295,7.19444444444444,7.06764705882353,6.84081967213115,6.69018181818182,6.53636363636364,6.38395348837209,6.32285714285714,6.2575,6.19805555555556,6.1698275862069,6.1385,6.10176470588235,6.07948275862069,6.05301886792453,6.01576923076923,5.96918032786885,5.93231884057971,5.90671875,5.88984615384615,5.86169491525424,5.8127868852459
2015-12-02 13:00:00,7.32,7.29310344827586,7.27021276595745,7.26,7.26,7.26,7.26,7.254375,7.26,7.25444444444444,7.25958333333333,7.26,7.25928571428571,7.25473684210526,7.26,7.26,7.2509756097561,7.25,7.25133333333333,7.25341463414634,7.26,7.25135135135135,7.25,7.257,7.25,7.25,7.25,7.25,7.22666666666667,7.23,7.23,6.90545454545455,6.68444444444444,6.45304347826087,6.41697674418605,6.34466666666667,6.2846511627907,6.27,6.28285714285714,6.26735294117647,6.24357142857143,6.23,6.22,6.202,6.1840625,6.15,6.15769230769231,6.15439024390244,6.13217391304348,6.14,6.13
2015-12-07 13:00:00,6.92,6.87183673469388,6.83,6.83,6.83,6.82,6.82,6.79547169811321,6.77,6.77,6.76,6.76,6.75722222222222,6.75866666666667,6.75,6.75,6.75,6.75754385964912,6.76,6.76,6.75591836734694,6.75409836065574,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.73714285714286,6.72,6.70914285714286,6.65658536585366,6.56155844155844,6.41566265060241,6.21973684210526,6.02142857142857,NA,NA,NA
2015-12-07 14:00:00,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.87642857142857,5.84966666666667
2015-12-16 13:00:00,6.15,6.15111111111111,6.14,6.15,6.15,6.15,6.15,6.15,6.15375,6.15,6.14513513513513,6.14083333333333,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.13,6.136,6.13757575757576,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14553846153846,5.96526315789474,5.84909090909091,5.8295652173913
2015-12-21 13:00:00,6.23,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.20139534883721,6.21,6.2,6.2,6.208125,6.20516666666667,6.20434782608696,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.19561643835616,6.19,6.19,6.19,6.19,6.19,6.19,6.18549019607843,6.18,6.19,6.19,6.19,6.19,6.2,6.2,6.1925,6.19,6.18,6.15423728813559,6.13064516129032,6.11,6.07836363636364,6.06590163934426,6.06941176470588,6.05409836065574,6.05,6.06928571428571
2015-12-28 12:00:00,6.39,6.39727272727273,6.24608695652174,6.2288,6.2,6.18,6.18,6.17,6.17,6.17,6.16,6.16,6.16,6.16,6.16,6.16,6.15959183673469,6.1545,6.15,6.15147058823529,6.15953488372093,6.15842105263158,6.15,6.15,6.15,6.15372093023256,6.15,6.15,6.154375,6.15,6.1446875,6.15,6.15,6.14115384615385,6.14035714285714,6.14,6.14,6.14,6.14,6.15,6.15,6.15,6.1437037037037,6.14326086956522,6.14,6.14,6.14,6.14,6.14,6.14,6.14
2016-01-19 09:00:00,4.57,4.61,4.64,4.64923076923077,4.66181818181818,4.66,4.65,4.66083333333333,4.66,4.67,4.67,4.67,4.67,4.67,4.66,4.67,4.66,4.66,4.66,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.65,4.65,4.65,4.65,4.65,4.64,4.64705882352941,4.64,4.64,4.65,4.65,4.64
2016-02-16 10:00:00,3.69,3.766,3.763,3.78375,3.8,3.8,3.8,3.81,3.81,3.81,3.82,3.82,3.82846153846154,3.82,3.82,3.84,3.83,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.85,3.84363636363636,3.85384615384615,3.87,3.88,3.87,3.88,3.87333333333333,3.90714285714286,3.92,3.91,3.92,3.92,3.94,3.93,3.93,3.94,3.95,3.95,3.94928571428571,3.944375,3.94461538461538,3.95,3.94818181818182,3.94,3.94,3.95
2016-03-01 10:00:00,3.55,3.54363636363636,3.52,3.53,3.53,3.53,3.53,3.54,3.535,3.54,3.544,3.55,3.56,3.57,3.57,3.58,3.58,3.58,3.58,3.58428571428571,3.6,3.61,3.61,3.613125,3.62857142857143,3.62,3.61,3.62,3.61,3.61,3.62,3.62,3.61,3.62,3.62,3.62,3.64,3.64,3.64,3.64,3.64,3.64,3.63,3.63,3.63,3.63,3.64,3.64,3.64181818181818,3.63,3.64
2016-03-02 11:00:00,3.53,3.53,3.53,3.53,3.53,3.52,3.52,3.52,3.53,3.52,3.52,3.52,3.52,3.52,3.52,3.52153846153846,3.52,3.52,3.52,3.53,3.53,3.53,3.53,3.53,3.52166666666667,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.53,3.53,3.53,3.53,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.53,3.53,3.54,3.54,3.52
2016-03-29 08:00:00,3.78,3.78,3.78,3.78,3.78,3.77166666666667,3.77777777777778,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77
2016-04-12 08:00:00,5.08,4.92846153846154,4.91,4.73,4.63,4.61,4.61,4.6,4.59,4.58,4.57,4.56,4.56,4.56,4.55,4.55,4.54,4.54,4.53,4.52,4.52,4.51,4.49,4.48,4.47,4.45,4.43,4.41444444444444,4.39888888888889,4.38923076923077,4.37,4.36,4.36,4.34625,4.33909090909091,4.33,4.3,4.28,4.27,4.26071428571429,4.25,4.23,4.23,4.2,4.19,4.19,4.165,4.15,4.15,4.14,4.14
2016-04-15 11:00:00,6.67,6.64,6.62,6.62,6.62,6.63,6.63,6.62,6.62,6.61615384615385,6.6,6.58555555555556,6.6,6.59,6.52,6.5,6.49,5.47,5.22571428571429,5.085,4.99875,4.84833333333333,4.75818181818182,4.665,4.59947368421053,4.56,4.55,4.53,4.52,4.51,4.5,4.5,4.49,4.47,4.451875,4.44,4.42,4.41,4.4,4.38,4.35545454545455,4.333,4.31,4.3,4.3,4.29,4.28,4.28,4.28,4.27,4.24
2016-04-26 08:00:00,6.25,7.381,7.39,7.38,7.36,7.35,7.36,7.35,7.35,7.34,7.34,7.34,7.33,7.33,7.33,7.33,7.31133333333333,6.87642857142857,5.31,5.105,4.89307692307692,4.755,4.64,4.59,4.58,4.57,4.56,4.53909090909091,4.53,4.515,4.51,4.5,4.48,4.46,4.45,4.43,4.42,4.42,4.41,4.4,4.39,4.39,4.37,4.36,4.35,4.34,4.34,4.33,4.32,4.31692307692308,4.3
2016-05-03 16:00:00,8.61,8.73,8.7,8.70307692307692,8.38333333333333,7.95,7.9,7.76,7.60454545454545,7.403125,7.23857142857143,6.85333333333333,6.70818181818182,6.54,6.50416666666667,6.315,6.18909090909091,5.92363636363636,5.82,5.71,5.65,5.36333333333333,5.26166666666667,5.23153846153846,5.22666666666667,5.086,4.89,4.88,4.81,4.73,4.7,4.62363636363636,4.63,4.59,4.59,4.59,4.56142857142857,4.54,4.52,4.51,4.50384615384615,4.52,4.50375,4.48,4.47,4.47,4.45,4.44,4.42,4.42,4.4
2016-05-24 08:00:00,15.34,15.359,15.3033333333333,14.9527272727273,13.8333333333333,12.8438461538462,12.2890909090909,11.677,10.9061538461538,9.70166666666667,8.35,7.51,6.884,6.58818181818182,6.24818181818182,6.05272727272727,5.8875,5.76777777777778,5.66833333333333,5.54916666666667,5.47285714285714,5.42,5.38,5.33,5.27454545454545,5.23785714285714,5.19818181818182,5.13928571428571,5.1,5.06,5.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-24 09:00:00,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.02,4.98,4.963,4.92545454545455,4.91,4.9,4.89,4.87,4.85307692307692,4.82727272727273,4.8,4.8,4.79,4.77,4.76,4.75,4.73,4.73,4.72,4.71
2016-06-07 08:00:00,20.13,19.34,18.98,18.9257142857143,18.6133333333333,14.66125,13.4,12.55375,12.006,11.26,10.26,9.73272727272727,7.81615384615385,6.695,6.41076923076923,6.24230769230769,6.065,5.86846153846154,5.71615384615385,5.66,5.57615384615385,5.54,5.46857142857143,5.42153846153846,5.314,5.26,5.26,5.25,5.23,5.18857142857143,5.16,5.11,5.08,5.04,5,4.99733333333333,4.95,4.94,4.93,4.92,4.90222222222222,4.885,4.87,4.86,4.85,4.84,4.81625,4.8,4.79,4.77,4.78
2016-06-21 08:00:00,18.59,18.59,18.58,18.58,18.55,18.55,18.53,18.52,12.6586666666667,11.5266666666667,9.83181818181818,8.27555555555555,7.41833333333333,6.88818181818182,6.58454545454545,6.32727272727273,6.15,5.97333333333333,5.83769230769231,5.762,5.691,5.61,5.54,5.49,5.43642857142857,5.38,5.3425,5.30923076923077,5.26,5.23,5.21,5.1575,5.12923076923077,5.1,5.07285714285714,5.04,5.03,5.02,5,4.995,4.98,4.97,4.95,4.93,4.91,4.91,4.9,4.89,4.88,4.87,4.86
2016-06-29 10:00:00,20.6,20.62,20.6,20.5708333333333,20.56,20.54,20.54,20.5269230769231,15.5857142857143,12.6466666666667,11.2766666666667,10.344,9.044,8.07538461538462,7.21545454545455,6.514,6.22230769230769,6.04,5.89333333333333,5.80428571428571,5.704,5.64625,5.60583333333333,5.56466666666667,5.51133333333333,5.45142857142857,5.40166666666667,5.37,5.33636363636364,5.286,5.25,5.203,5.16,5.12833333333333,5.09454545454545,5.08,5.06,5.04166666666667,5.02,5.01,4.995,4.9725,4.96,4.95,4.94,4.93,4.92,4.91,4.9,4.89,4.876
2016-07-05 08:00:00,20.08,20.1145454545455,20.1036363636364,20.09,20.06,20.03,19.8407692307692,15.724,14.07,12.27,11.1975,10.31,9.30916666666667,8.21,7.39916666666667,6.735,6.34071428571429,6.08111111111111,5.965,5.87,5.76888888888889,5.6975,5.64,5.6,5.55294117647059,5.51,5.46,5.41,5.37,5.32818181818182,5.29,5.26,5.22,5.18454545454545,5.16,5.14,5.11,5.09,5.06,5.05,5.03,5.02,5.01,4.99818181818182,4.98,4.97,4.96,4.95,4.94,4.92,4.91
2016-07-14 11:00:00,19.85,19.86,19.832,19.81,19.79,19.7627272727273,18.89,17.86,16.364,13.184,11.428,10.4175,9.69363636363637,8.46333333333333,7.59,6.95272727272727,6.56,6.29,6.111,5.98384615384615,5.91,5.83,5.76636363636364,5.68833333333333,5.62,5.58,5.54,5.5,5.46555555555556,5.41,5.36888888888889,5.34,5.31,5.27,5.24818181818182,5.21,5.18090909090909,5.17,5.15,5.12,5.09,5.07,5.06,5.04,5.04,5.03,5.02,5,4.98857142857143,4.97,4.94
2016-07-18 09:00:00,20.01,19.755,19.6671428571429,19.6176923076923,19.5077777777778,19.2516666666667,19.11,18.41,15.1545454545455,12.728,11.5177777777778,10.4353846153846,9.807,9.12,8.24,7.25666666666667,6.655,6.37,6.166,6.03,5.94428571428571,5.87071428571429,5.79,5.73285714285714,5.7,5.65625,5.6175,5.57,5.52916666666667,5.482,5.43,5.393,5.36,5.33,5.3,5.26125,5.235,5.20666666666667,5.17785714285714,5.15,5.13,5.1,5.09,5.08,5.07,5.06,5.04777777777778,5.04,5.02,5.01,5
2016-07-19 08:00:00,20.25,20.11,19.9827272727273,19.9427272727273,19.9033333333333,19.6033333333333,19.2909090909091,18.829,15.302,12.895,11.275,10.4572727272727,9.51111111111111,8.52,7.754,7.275,6.815,6.4075,6.14333333333333,5.99444444444444,5.93,5.86,5.79777777777778,5.73,5.689,5.66,5.622,5.58,5.54,5.49,5.45,5.41,5.38,5.34,5.3,5.26833333333333,5.23,5.19,5.16444444444444,5.14,5.11,5.1,5.09,5.09,5.08,5.07,5.06,5.05,5.04,5.02,5.011
2016-07-26 12:00:00,23.34,22.8627272727273,22.316,20.705,19.88,19.4,18.8918181818182,18.217,16.98,14.43,12.1577777777778,10.53,9.42363636363636,8.34,7.48923076923077,6.90428571428571,6.50727272727273,6.26333333333333,6.1225,5.986,5.906,5.81636363636364,5.77,5.72833333333333,5.68,5.62333333333333,5.57,5.52,5.46636363636364,5.43,5.39090909090909,5.35,5.32,5.29,5.27,5.23,5.21,5.18,5.16,5.13,5.11,5.11,5.1,5.08,5.07,5.061,5.05,5.045,5.03,5.03,5.02
2016-08-02 09:00:00,20.82,20.84,20.85,20.85,20.85,20.84,20.8238461538462,18.065,16.183,13.985,12.385,11.05,10.0809090909091,9.1575,8.33,7.58428571428571,6.972,6.56307692307692,6.32,6.14272727272727,5.92,5.865,5.782,5.76,5.666,5.64,5.62,5.53222222222222,5.51,5.48538461538462,5.45923076923077,5.40692307692308,5.38181818181818,5.36545454545455,5.33,5.3,5.27,5.269,5.203,5.18,5.16,5.14818181818182,5.12166666666667,5.11,5.1,5.08,5.06,5.05,5.03,5.01,5
2016-08-04 08:00:00,20.09,20.12,20.13,20.13,20.13,20.1225,20.12,20.12,20.12,14.2709090909091,12.145,10.8590909090909,9.96,9.21333333333333,8.44666666666667,7.83111111111111,7.34307692307692,6.78363636363636,6.43545454545455,6.2025,6.05,5.95,5.885,5.82727272727273,5.76846153846154,5.72,5.68,5.645,5.6,5.558,5.52,5.48,5.4425,5.41,5.37,5.3275,5.28111111111111,5.26,5.24,5.21,5.19,5.17,5.152,5.14,5.12,5.1,NA,NA,NA,NA,NA
2016-08-04 09:00:00,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.07,5.05,5.04,5.03
2016-08-16 08:00:00,18.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-16 09:00:00,18.84,18.78625,18.7588888888889,18.73,18.72,18.7,18.6975,18.57,18.0066666666667,15.9833333333333,13.24,11.1966666666667,10.2316666666667,9.29,8.45,7.71142857142857,7.25142857142857,6.92615384615385,6.675,6.39777777777778,6.21384615384615,6.09333333333333,5.96,5.89142857142857,5.81428571428571,5.76,5.73,5.68,5.63,5.59,5.55,5.5,5.45545454545455,5.41875,5.37,5.35,5.32466666666667,5.29,5.27,5.25,5.23,5.21,5.19,5.19,5.17,5.17,5.16,5.15,5.13,5.11,5.09
2016-08-23 10:00:00,19.52,19.286,19.24,19.23,19.22,19.21,19.2,19.19,19.18,16.57,13.6872727272727,12.0358333333333,10.5269230769231,9.565,8.84333333333333,8.03545454545455,7.27923076923077,6.79333333333333,6.4375,6.288,6.146,6.06,5.98222222222222,5.91142857142857,5.84333333333333,5.79,5.72666666666667,5.68666666666667,5.64,5.6,5.55333333333333,5.53,5.49,5.45,5.42,5.39111111111111,5.36,5.33,5.31,5.29923076923077,5.27333333333333,5.26,5.25,5.229,5.21,5.2,5.185,5.17,5.15,5.13285714285714,5.13
2016-08-30 08:00:00,20.71,20.72,20.7,20.7,20.69,20.5707692307692,19.35,18.39,17.6488888888889,16.5746153846154,14.567,12.9281818181818,11.7575,9.94615384615385,8.91181818181818,8.28333333333333,7.39,7.01714285714286,6.684,6.44555555555556,6.30181818181818,6.20111111111111,6.08428571428571,6.01833333333333,5.93416666666667,5.87642857142857,5.818,5.77214285714286,5.72,5.68466666666667,5.64,5.5975,5.54866666666667,5.51214285714286,5.49,5.44,5.4,5.36,5.34,5.3025,5.29,5.27666666666667,5.26,5.26,5.25,5.24,5.22,5.2,5.19,5.17,5.16
2016-09-07 09:00:00,19.35,19.33,19.32,19.31,19.3,19.29,19.29,19.28,18.55,17.43,16.2983333333333,14.042,11.0190909090909,9.90285714285714,9.062,8.244,7.64,7.065,6.677,6.4,6.233,6.13666666666667,6.03,5.94555555555556,5.88538461538462,5.84888888888889,5.79777777777778,5.76,5.7225,5.683,5.64727272727273,5.61,5.57,5.54916666666667,5.5,5.46428571428571,5.43,5.408,5.38,5.354,5.33461538461538,5.31,5.3,5.29,5.27,5.258,5.25,5.23,5.23,5.21692307692308,5.2
2016-09-14 08:00:00,19.87,19.8563636363636,19.8263636363636,19.79,19.7263636363636,19.7,19.535,18.98,18.224,16.95,15.4444444444444,13.364,11.4566666666667,10.18,9.42181818181818,8.32909090909091,7.80181818181818,7.415,7.06076923076923,6.786,6.4975,6.30692307692308,6.18,6.08454545454545,5.99375,5.92636363636364,5.87769230769231,5.83,5.79181818181818,5.72272727272727,5.66,5.64,5.60818181818182,5.56153846153846,5.51,5.49,5.47,5.45,5.43,5.43,5.41,5.39,5.37666666666667,5.36083333333333,5.35,5.31642857142857,5.29642857142857,5.28,5.26,5.24,5.23
2016-09-21 08:00:00,18.02,18.02,18.0222222222222,18.0263636363636,18.02,18.02,18.02,18.02,18.02,18.02,17.3744444444444,14.1669230769231,12.38,10.823,9.788,9.00428571428571,8.30666666666667,7.57,7.11538461538461,6.76555555555556,6.52636363636364,6.36,6.21181818181818,6.11,6.024,5.95666666666667,5.9,5.86,5.83,5.78,5.73,5.7,5.66818181818182,5.61846153846154,5.572,5.55,5.52583333333333,5.5,5.479,5.46,5.44,5.42,5.409,5.39,5.38,5.36,5.34,5.33,5.31181818181818,5.3,5.29
2016-09-27 08:00:00,17.53,17.56,17.57,17.57,17.57,17.57,17.57,17.55,17.43,17.2877777777778,16.9114285714286,14.532,12.3533333333333,11.001,10.16,9.19454545454545,8.39454545454545,7.76333333333333,7.292,6.9175,6.624,6.42,6.291,6.17909090909091,6.07,5.99333333333333,5.93714285714286,5.89571428571429,5.84666666666667,5.8,5.76,5.70466666666667,5.66,5.62666666666667,5.59,5.56,5.53,5.51,5.49,5.47,5.4525,5.43,5.42,5.41,5.39,5.39,5.38,5.368,5.34,5.30125,5.29
2016-10-11 08:00:00,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-11 09:00:00,13.83,13.839,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.83,13.83,11.2176923076923,9.45272727272727,8.58545454545455,7.92666666666667,7.436875,7.11538461538461,6.83153846153846,6.635,6.46,6.315,6.18,6.10285714285714,6.02,5.95,5.89,5.84,5.79,5.76,5.73,5.69,5.66,5.63,5.62,5.58214285714286,5.56142857142857,5.55,5.53125,5.52,5.5,5.48,5.46,5.44,5.43818181818182,5.41,5.38,5.36,5.35
2016-10-20 13:00:00,12.23,12.25,12.26,12.25,12.26,12.26,12.27,12.27,12.27,12.27,12.27,12.27,12.26,12.27,12.2333333333333,11.6475,8.95,8.13333333333333,7.66833333333333,7.31545454545455,6.902,6.648,6.465,6.34727272727273,6.248,6.15846153846154,6.09,6.02636363636364,5.955,5.91,5.87,5.82,5.77181818181818,5.74,5.72,5.68,5.65909090909091,5.63,5.6,5.58,5.56,5.56,5.54,5.53,5.51,5.49,5.47,5.45,5.43,5.41,5.39
2016-10-25 09:00:00,11.47,11.49,11.5,11.49,11.49,11.49,11.5,11.5,11.4954545454545,11.4941666666667,11.5,11.5,11.5,11.5,11.4888888888889,10.881875,10.15,9.37,8.48,7.86076923076923,7.33818181818182,6.965,6.72,6.53333333333333,6.37,6.28,6.2,6.126,6.056,5.99,5.94,5.89,5.843,5.80666666666667,5.76888888888889,5.72,5.69,5.65,5.63,5.61,5.59,5.57,5.57,5.55,5.53733333333333,5.51,5.5,5.46692307692308,5.43,5.42,5.4
2016-11-08 09:00:00,9.56,9.571,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.59,9.59,9.59,9.59,9.6,9.6,9.6,9.5975,9.58,9.58,8.984,7.61,7.34727272727273,7.09833333333333,6.878,6.65833333333333,6.52428571428571,6.39769230769231,6.29571428571429,6.21,6.13,6.07,5.99666666666667,5.95,5.889375,5.85,5.83714285714286,5.81,5.78,5.76,5.74,5.72,5.7,5.66,5.65,5.624375,5.6,5.59,5.57,5.54,5.52,5.48
2016-11-22 09:00:00,7.5,7.46090909090909,7.46,7.47,7.46,7.46,7.46,7.46,7.46,7.46,7.45533333333333,7.45,7.45,7.45,7.45,7.45,7.44,7.44,7.43,7.43,7.43,7.43,7.42777777777778,7.42,7.30538461538462,6.97846153846154,6.70181818181818,6.62875,6.475,6.42,6.35066666666667,6.25538461538462,6.15181818181818,6.11,6.1,6.06,6.01923076923077,5.98,5.96,5.93,5.91,5.9,5.86,5.85,5.83666666666667,5.801875,5.79,5.76,5.73,5.73,5.7025
2016-12-06 09:00:00,5.76,5.80166666666667,5.83,5.80916666666667,5.79,5.79142857142857,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.81,5.81,5.81,5.8,5.8,5.8,5.8,5.8,5.8,5.79,5.79,5.76,5.74,5.73,5.73571428571429,5.72583333333333,5.712,5.68357142857143,5.67,5.67,5.67
2016-12-08 10:00:00,5.68,5.67,5.67,5.67,5.67,5.67,5.66,5.67,5.66,5.67,5.67,5.67,5.67,5.66230769230769,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67066666666667,5.67,5.67,5.66,5.67,5.67,5.67,5.66,5.66,5.66,5.66,5.66,5.66,5.66,5.66,5.66,5.67,5.66,5.666,5.66,5.66,5.67,5.66,5.67
