Results from FLAKE simulations.
 No     time         Ts            Tm            Tb            ufr_a         ufr_w         Wconv         Qw            Q_se          Q_la          I_w           Q_lwa         Q_lww         h_ML          C_T           H_B1          T_B1          Qbot          H_ice         H_snow        T_ice         T_snow   
      104   104.000       7.15211       7.04051       5.86928      0.137781      0.484802E-02   0.00000      -81.1030       9.87101      -25.6387       205.071       0.00000      -346.516       13.2573      0.500000       5.00000       4.00000      0.408252       0.00000       0.00000       0.00000       0.00000    
      105   105.000       7.60269       7.19887       5.86928       0.00000      0.656193E-04   0.00000      -72.2234      0.139912E-01 -0.553074E-01   216.873       0.00000      -348.750       8.57197      0.500000       5.00000       4.00000      0.408252       0.00000       0.00000       0.00000       0.00000    
      106   106.000       7.85493       7.38375       5.86928      0.597727E-01  0.210036E-02   0.00000      -82.8133       1.29157      -11.5576       213.875       0.00000      -350.005       8.43283      0.500000       5.00000       4.00000      0.408252       0.00000       0.00000       0.00000       0.00000    
      107   107.000       8.34049       7.55121       5.86928      0.841148E-01  0.295297E-02   0.00000      -75.1615      -1.43080      -21.5959       159.081       0.00000      -352.430       5.79754      0.500000       5.00000       4.00000      0.408252       0.00000       0.00000       0.00000       0.00000    
      108   108.000       8.64449       7.65825       5.86928      0.100624      0.353051E-02  0.664151E-03  -97.1581      -5.82390      -32.5808       168.180       0.00000      -353.955       4.64241      0.500000       5.00000       4.00000      0.408252       0.00000       0.00000       0.00000       0.00000    
      109   109.000       8.76751       7.74875       5.90354      0.109651      0.384630E-02  0.218236E-02  -128.268      -10.1541      -43.9175       201.766       0.00000      -354.574       4.64242      0.500477       5.00000       4.00000      0.415733       0.00000       0.00000       0.00000       0.00000    
      110   110.000       8.89573       7.84242       5.93788      0.981226E-01  0.344107E-02  0.263684E-02  -121.754      -11.9741      -44.9277       175.324       0.00000      -355.219       4.64243      0.501028       5.00000       4.00000      0.423233       0.00000       0.00000       0.00000       0.00000    
      111   111.000       8.98977       7.91054       5.96173      0.656389E-01  0.230148E-02   0.00000      -99.4425      -4.35486      -25.5683       197.057       0.00000      -355.693       4.64243      0.501456       5.00000       4.00000      0.428442       0.00000       0.00000       0.00000       0.00000    
      112   112.000       9.23304       8.03511       5.96173      0.133410      0.467553E-02  0.149299E-02  -100.483      -1.10077      -41.5891       175.992       0.00000      -356.921       4.32492      0.501268       5.00000       4.00000      0.428442       0.00000       0.00000       0.00000       0.00000    
      113   113.000       9.36764       8.13134       5.99628      0.187033      0.655313E-02   0.00000      -54.8624       5.06912      -28.2990       114.782       0.00000      -357.602       4.32493      0.501972       5.00000       4.00000      0.435987       0.00000       0.00000       0.00000       0.00000    
      114   114.000       9.25522       8.20758       5.95230      0.176310      0.617877E-02   0.00000      -24.4512       11.3355      -2.54722       127.816       0.00000      -357.034       5.93542      0.503318       5.00000       4.00000      0.426383       0.00000       0.00000       0.00000       0.00000    
      115   115.000       9.38982       8.33952       5.99338      0.164595      0.576671E-02   0.00000      -38.8032       13.9346      -13.7573       145.766       0.00000      -357.715       6.21873      0.504843       5.00000       4.00000      0.435355       0.00000       0.00000       0.00000       0.00000    
      116   116.000       9.62247       8.47605       5.99338      0.264222      0.925309E-02   0.00000      -42.8685       7.74365      -26.4778       79.2184       0.00000      -358.894       5.98003      0.503492       5.00000       4.00000      0.435355       0.00000       0.00000       0.00000       0.00000    
      117   117.000       9.41689       8.52208       5.92426      0.299406      0.104894E-01   0.00000      -8.22678       19.9091      -3.42912       116.669       0.00000      -357.852       7.93459      0.506688       5.00000       4.00000      0.420259       0.00000       0.00000       0.00000       0.00000    
      118   118.000       9.43284       8.66054       5.92919      0.169840      0.594999E-02   0.00000      -73.4151      -2.64737      -31.4889       137.418       0.00000      -357.933       9.14793      0.512582       5.00000       4.00000      0.421335       0.00000       0.00000       0.00000       0.00000    
      119   119.000       9.92466       8.74203       5.92919      0.147315      0.515600E-02   0.00000      -80.5235      -5.09285      -28.6544       150.098       0.00000      -360.431       6.73805      0.510171       5.00000       4.00000      0.421335       0.00000       0.00000       0.00000       0.00000    
      120   120.000       10.2836       8.83066       5.92919      0.107707      0.376714E-02  0.196195E-02  -95.6180      -14.2459      -31.7698       141.272       0.00000      -362.263       5.53090      0.509124       5.00000       4.00000      0.421335       0.00000       0.00000       0.00000       0.00000    
      121   121.000       10.3624       8.88864       5.94939      0.219138      0.766335E-02  0.420829E-02  -147.035      -25.0387      -71.4487       144.855       0.00000      -362.666       5.53091      0.509560       5.00000       4.00000      0.425746       0.00000       0.00000       0.00000       0.00000    
      122   122.000       10.3176       8.88530       5.93433      0.199801      0.698773E-02  0.416745E-02  -177.739      -22.4857      -87.6705       194.089       0.00000      -362.436       5.79352      0.511343       5.00000       4.00000      0.422457       0.00000       0.00000       0.00000       0.00000    
      123   123.000       10.3424       8.90571       5.93884      0.144451      0.505171E-02  0.369363E-02  -126.849      -17.1814      -62.8746       139.974       0.00000      -362.563       5.84037      0.512893       5.00000       4.00000      0.423443       0.00000       0.00000       0.00000       0.00000    
      124   124.000       10.3660       8.92199       5.94359      0.222999      0.779832E-02  0.381339E-02  -78.5266      -11.5363      -36.0689       61.0610       0.00000      -362.684       5.84841      0.513706       5.00000       4.00000      0.424480       0.00000       0.00000       0.00000       0.00000    
      125   125.000       10.2816       8.89906       5.92075      0.226885      0.793550E-02   0.00000      -79.6315      0.351987      -37.9771       144.750       0.00000      -362.252       6.18199      0.515637       5.00000       4.00000      0.419491       0.00000       0.00000       0.00000       0.00000    
      126   126.000       10.2820       8.98199       5.92023      0.204802      0.716310E-02  0.295242E-02  -153.157      -15.0682      -74.8050       196.023       0.00000      -362.255       6.81077      0.517767       5.00000       4.00000      0.419379       0.00000       0.00000       0.00000       0.00000    
      127   127.000       10.3587       9.03639       5.93864      0.180013      0.629516E-02  0.275840E-02  -178.893      -14.5895      -86.6184       236.988       0.00000      -362.647       6.81078      0.519683       5.00000       4.00000      0.423400       0.00000       0.00000       0.00000       0.00000    
      128   128.000       10.4596       9.11031       5.96198      0.144292      0.504500E-02  0.248847E-02  -139.068      -14.7890      -63.1850       185.205       0.00000      -363.163       6.81079      0.521145       5.00000       4.00000      0.428496       0.00000       0.00000       0.00000       0.00000    
      129   129.000       10.5391       9.16890       5.97986      0.220392      0.770459E-02  0.477674E-02  -198.397      -33.0796      -98.0773       192.486       0.00000      -363.571       6.81079      0.522068       5.00000       4.00000      0.432402       0.00000       0.00000       0.00000       0.00000    
      130   130.000       10.4883       9.16076       5.96830      0.128079      0.447789E-02  0.334848E-02  -170.121      -26.3087      -69.6953       209.131       0.00000      -363.310       7.05742      0.524196       5.00000       4.00000      0.429877       0.00000       0.00000       0.00000       0.00000    
      131   131.000       10.5551       9.21021       5.98254      0.119424      0.417476E-02  0.325697E-02  -163.134      -27.0515      -63.6730       201.972       0.00000      -363.653       7.05743      0.524950       5.00000       4.00000      0.432987       0.00000       0.00000       0.00000       0.00000    
      132   132.000       10.6214       9.25944       5.99647      0.166826      0.583108E-02  0.452082E-02  -120.774      -24.1980      -60.1825       97.8115       0.00000      -363.993       7.05743      0.525599       5.00000       4.00000      0.436029       0.00000       0.00000       0.00000       0.00000    
      133   133.000       10.5297       9.22945       5.97708      0.207534      0.725521E-02  0.346395E-02  -147.972      -22.6966      -69.0721       173.630       0.00000      -363.523       7.34915      0.526852       5.00000       4.00000      0.431794       0.00000       0.00000       0.00000       0.00000    
      134   134.000       10.5779       9.26178       5.98781      0.194302      0.679199E-02  0.357313E-02  -144.274      -21.2879      -70.1585       165.743       0.00000      -363.770       7.34916      0.528919       5.00000       4.00000      0.434138       0.00000       0.00000       0.00000       0.00000    
      135   135.000       10.6185       9.28874       5.99664      0.162210      0.566976E-02   0.00000      -146.360      -15.3619      -64.7618       211.172       0.00000      -363.978       7.34916      0.530717       5.00000       4.00000      0.436066       0.00000       0.00000       0.00000       0.00000    
      136   136.000       10.8060       9.37125       5.99664      0.103196      0.360573E-02   0.00000      -102.868      -8.67066      -39.3239       177.044       0.00000      -364.941       7.00666      0.529472       5.00000       4.00000      0.436066       0.00000       0.00000       0.00000       0.00000    
      137   137.000       11.2068       9.46576       5.99664      0.231447      0.808065E-02  0.447902E-02  -74.4120      -14.1104      -30.2232       30.1544       0.00000      -367.005       5.91185      0.529011       5.00000       4.00000      0.436066       0.00000       0.00000       0.00000       0.00000    
      138   138.000       11.0233       9.40848       5.96032      0.141977      0.495869E-02   0.00000      -10.7799       9.70980      -3.40858       134.927       0.00000      -366.059       6.40660      0.530844       5.00000       4.00000      0.428134       0.00000       0.00000       0.00000       0.00000    
      139   139.000       11.7468       9.56705       5.96032       0.00000      0.764094E-04   0.00000      -34.2711      0.291446E-01 -0.645122E-02   152.988       0.00000      -369.802       4.64406      0.530080       5.00000       4.00000      0.428134       0.00000       0.00000       0.00000       0.00000    
      140   140.000       12.0238       9.71866       5.96032       0.00000      0.668675E-04   0.00000      -39.2468      0.356726E-01 -0.632049E-02   174.215       0.00000      -371.242       4.53904      0.530080       5.00000       4.00000      0.428134       0.00000       0.00000       0.00000       0.00000    
      141   141.000       12.3320       9.89111       5.96032       0.00000      0.726708E-04   0.00000      -55.9438      0.472926E-01 -0.187863E-01   233.758       0.00000      -372.849       4.45091      0.530080       5.00000       4.00000      0.428134       0.00000       0.00000       0.00000       0.00000    
      142   142.000       12.7315       10.1185       5.96032       0.00000      0.663474E-04   0.00000      -71.5573      0.361166E-01 -0.493108E-01   270.679       0.00000      -374.941       4.36529      0.530080       5.00000       4.00000      0.428134       0.00000       0.00000       0.00000       0.00000    
      143   143.000       13.1717       10.3731       5.96032      0.127073      0.441980E-02   0.00000      -112.023       4.66107      -37.2930       268.859       0.00000      -377.255       4.29958      0.530080       5.00000       4.00000      0.428134       0.00000       0.00000       0.00000       0.00000    
      144   144.000       13.8690       10.5736       5.96032      0.160413      0.557188E-02  0.452724E-02  -198.958      -16.0427      -89.9987       278.200       0.00000      -380.944       3.42536      0.529740       5.00000       4.00000      0.428134       0.00000       0.00000       0.00000       0.00000    
      145   145.000       14.0415       10.6746       5.96819      0.195275      0.678054E-02  0.570745E-02  -253.777      -37.4004      -125.343       247.660       0.00000      -381.860       3.42537      0.530189       5.00000       4.00000      0.429853       0.00000       0.00000       0.00000       0.00000    
      146   146.000       13.8159       10.6662       5.90011      0.164493      0.571419E-02  0.564224E-02  -224.736      -41.8513      -102.920       204.965       0.00000      -380.662       4.01952      0.530843       5.00000       4.00000      0.414983       0.00000       0.00000       0.00000       0.00000    
      147   147.000       13.5967       10.6404       5.84616      0.935822E-01  0.325225E-02  0.417713E-02  -141.928      -18.6651      -57.5363       173.926       0.00000      -379.500       4.52822      0.531353       5.00000       4.00000      0.403200       0.00000       0.00000       0.00000       0.00000    
      148   148.000       13.6608       10.6808       5.85282      0.163554      0.568326E-02  0.498757E-02  -131.819      -23.4531      -63.5169       103.131       0.00000      -379.840       4.52823      0.531650       5.00000       4.00000      0.404656       0.00000       0.00000       0.00000       0.00000    
      149   149.000       13.4714       10.6436       5.81328      0.757710E-01  0.263390E-02   0.00000      -114.759      -8.97948      -37.6364       200.192       0.00000      -378.837       4.91389      0.532197       5.00000       4.00000      0.396020       0.00000       0.00000       0.00000       0.00000    
      150   150.000       13.6881       10.7526       5.81328      0.175795      0.610829E-02  0.371961E-02  -109.030      -10.7833      -53.2922       136.739       0.00000      -379.984       4.80519      0.532071       5.00000       4.00000      0.396020       0.00000       0.00000       0.00000       0.00000    
      151   151.000       13.7449       10.7876       5.82122      0.147977      0.514115E-02   0.00000      -121.312      -7.83110      -46.5332       220.653       0.00000      -380.286       4.80520      0.532723       5.00000       4.00000      0.397754       0.00000       0.00000       0.00000       0.00000    
      152   152.000       14.0715       10.9144       5.82122      0.758774E-01  0.263454E-02   0.00000      -110.352      -2.81818      -28.0662       256.384       0.00000      -382.020       4.51090      0.532264       5.00000       4.00000      0.397754       0.00000       0.00000       0.00000       0.00000    
      153   153.000       14.6964       11.1010       5.82122      0.213470      0.740291E-02  0.387348E-02  -142.929       1.45891      -80.3011       211.074       0.00000      -385.355       3.83185      0.532151       5.00000       4.00000      0.397754       0.00000       0.00000       0.00000       0.00000    
      154   154.000       14.8411       11.1879       5.83593      0.160832      0.557590E-02  0.343481E-02  -131.614      -3.56590      -61.0897       211.347       0.00000      -386.131       3.83186      0.532916       5.00000       4.00000      0.400968       0.00000       0.00000       0.00000       0.00000    
      155   155.000       15.0053       11.2895       5.85350      0.855899E-01  0.296638E-02  0.183298E-02  -106.804      -7.00075      -29.9555       204.710       0.00000      -387.012       3.83187      0.533343       5.00000       4.00000      0.404803       0.00000       0.00000       0.00000       0.00000    
      156   156.000       15.2012       11.4145       5.87673      0.850421E-01  0.294627E-02  0.361115E-02  -119.275      -11.7346      -40.5213       180.568       0.00000      -388.066       3.83188      0.533463       5.00000       4.00000      0.409878       0.00000       0.00000       0.00000       0.00000    
      157   157.000       15.3266       11.4926       5.88853      0.153834      0.532827E-02  0.568578E-02  -131.578      -23.6978      -58.2268       43.5996       0.00000      -388.741       3.83189      0.533636       5.00000       4.00000      0.412455       0.00000       0.00000       0.00000       0.00000    
      158   158.000       14.7713       11.3793       5.78043      0.197694      0.685481E-02  0.464305E-02  -114.101      -17.0258      -52.7362       108.514       0.00000      -385.756       4.71193      0.534062       5.00000       4.00000      0.388846       0.00000       0.00000       0.00000       0.00000    
      159   159.000       14.7047       11.3716       5.76626      0.212792      0.737926E-02  0.496709E-02  -127.700      -18.2091      -66.2011       112.665       0.00000      -385.400       4.85885      0.534789       5.00000       4.00000      0.385751       0.00000       0.00000       0.00000       0.00000    
      160   160.000       14.5939       11.3518       5.74477      0.202932      0.703885E-02  0.335190E-02  -167.584      -6.71904      -83.9167       246.046       0.00000      -384.807       5.07227      0.535654       5.00000       4.00000      0.381057       0.00000       0.00000       0.00000       0.00000    
      161   161.000       14.7463       11.4519       5.76802      0.190807      0.661632E-02  0.488960E-02  -153.049      -20.0892      -75.6112       160.581       0.00000      -385.623       5.07228      0.536472       5.00000       4.00000      0.386137       0.00000       0.00000       0.00000       0.00000    
      162   162.000       14.7341       11.4611       5.76385      0.131197      0.454942E-02  0.399024E-02  -145.082      -15.2208      -64.2705       188.256       0.00000      -385.557       5.14824      0.537185       5.00000       4.00000      0.385225       0.00000       0.00000       0.00000       0.00000    
      163   163.000       14.8172       11.5159       5.77519      0.240020      0.832167E-02  0.547304E-02  -170.330      -31.1187      -81.2307       153.657       0.00000      -386.003       5.14824      0.537526       5.00000       4.00000      0.387703       0.00000       0.00000       0.00000       0.00000    
      164   164.000       14.6959       11.4940       5.75343      0.189695      0.657840E-02  0.454991E-02  -153.969      -14.7841      -80.3434       177.770       0.00000      -385.353       5.38141      0.538658       5.00000       4.00000      0.382949       0.00000       0.00000       0.00000       0.00000    
      165   165.000       14.7457       11.5241       5.76037      0.937971E-01  0.325246E-02   0.00000      -131.697      -5.02320      -39.6558       276.574       0.00000      -385.619       5.38142      0.539396       5.00000       4.00000      0.384466       0.00000       0.00000       0.00000       0.00000    
      166   166.000       15.5341       11.7093       5.76037      0.783416E-01  0.271238E-02   0.00000      -119.591      -5.55450      -32.7632       246.252       0.00000      -389.861       4.40166      0.539217       5.00000       4.00000      0.384466       0.00000       0.00000       0.00000       0.00000    
      167   167.000       15.9942       11.8711       5.76037      0.822080E-01  0.284369E-02   0.00000      -108.106      -4.18239      -34.2400       206.504       0.00000      -392.352       4.05568      0.539115       5.00000       4.00000      0.384466       0.00000       0.00000       0.00000       0.00000    
      168   168.000       16.2045       11.9967       5.76037      0.122549      0.423738E-02  0.473243E-02  -114.708      -12.0955      -55.0163       112.871       0.00000      -393.495       4.05338      0.539012       5.00000       4.00000      0.384466       0.00000       0.00000       0.00000       0.00000    
      169   169.000       16.1370       11.9939       5.74404      0.181243      0.626771E-02  0.549478E-02  -246.612      -25.7310      -117.714       301.769       0.00000      -393.128       4.18582      0.539292       5.00000       4.00000      0.380898       0.00000       0.00000       0.00000       0.00000    
      170   170.000       16.2555       12.0641       5.75122      0.904842E-01  0.312838E-02  0.361454E-02  -172.053      -14.5438      -60.6902       275.989       0.00000      -393.772       4.18582      0.539794       5.00000       4.00000      0.382466       0.00000       0.00000       0.00000       0.00000    
      171   171.000       16.4638       12.1968       5.77338      0.100488      0.347283E-02  0.321256E-02  -156.750      -11.2361      -54.8209       261.234       0.00000      -394.907       4.18583      0.539960       5.00000       4.00000      0.387306       0.00000       0.00000       0.00000       0.00000    
      172   172.000       16.6727       12.3302       5.79617      0.165964      0.573333E-02  0.536758E-02  -157.543      -16.7236      -81.8574       152.795       0.00000      -396.048       4.18584      0.540110       5.00000       4.00000      0.392284       0.00000       0.00000       0.00000       0.00000    
      173   173.000       16.5746       12.3237       5.77433      0.183972      0.635665E-02  0.513759E-02  -132.908      -15.7328      -67.7086       124.687       0.00000      -395.512       4.36248      0.540513       5.00000       4.00000      0.387513       0.00000       0.00000       0.00000       0.00000    
      174   174.000       16.4771       12.3126       5.75501      0.979710E-01  0.338576E-02  0.362957E-02  -120.808      -9.65523      -46.9287       174.593       0.00000      -394.980       4.52770      0.541023       5.00000       4.00000      0.383293       0.00000       0.00000       0.00000       0.00000    
      175   175.000       16.5837       12.3811       5.76680      0.139869      0.483270E-02  0.401363E-02  -129.321      -9.40315      -57.0531       176.437       0.00000      -395.562       4.52771      0.541194       5.00000       4.00000      0.385868       0.00000       0.00000       0.00000       0.00000    
      176   176.000       16.6790       12.4410       5.77698      0.212077      0.732624E-02  0.516793E-02  -179.053      -14.7087      -91.5961       206.206       0.00000      -396.082       4.52772      0.541495       5.00000       4.00000      0.388093       0.00000       0.00000       0.00000       0.00000    
      177   177.000       16.7409       12.4753       5.78176      0.286194      0.988541E-02  0.566569E-02  -201.385      -20.5239      -104.936       211.421       0.00000      -396.421       4.52773      0.542181       5.00000       4.00000      0.389135       0.00000       0.00000       0.00000       0.00000    
      178   178.000       16.7121       12.4876       5.77349      0.143092      0.494283E-02  0.559369E-02  -110.141      -16.6557      -43.6585       57.9630       0.00000      -396.263       4.64364      0.543425       5.00000       4.00000      0.387331       0.00000       0.00000       0.00000       0.00000    
      179   179.000       16.4252       12.4203       5.72856      0.584351E-01  0.201965E-02   0.00000      -112.194      -4.52259      -27.6166       231.444       0.00000      -394.697       5.00006      0.543830       5.00000       4.00000      0.377518       0.00000       0.00000       0.00000       0.00000    
      180   180.000       16.9775       12.5726       5.72856      0.205705      0.710196E-02  0.567094E-02  -147.398      -20.8672      -74.9585       117.821       0.00000      -397.717       4.49204      0.543773       5.00000       4.00000      0.377518       0.00000       0.00000       0.00000       0.00000    
      181   181.000       16.7749       12.5342       5.69540      0.298966      0.103259E-01  0.505503E-02  -196.614      -15.1386      -86.1561       242.118       0.00000      -396.607       4.76582      0.544400       5.00000       4.00000      0.370276       0.00000       0.00000       0.00000       0.00000    
      182   182.000       16.8784       12.5921       5.70822      0.292366      0.100959E-01  0.627251E-02  -227.663      -35.6530      -108.632       211.136       0.00000      -397.173       4.76583      0.545795       5.00000       4.00000      0.373075       0.00000       0.00000       0.00000       0.00000    
      183   183.000       16.7235       12.5704       5.68381      0.256037      0.884406E-02  0.651867E-02  -223.454      -32.2863      -117.074       184.034       0.00000      -396.326       5.01401      0.547117       5.00000       4.00000      0.367745       0.00000       0.00000       0.00000       0.00000    
      184   184.000       16.4812       12.5194       5.64842      0.355732      0.122936E-01  0.625146E-02  -198.748      -23.6569      -92.5428       166.112       0.00000      -395.002       5.34212      0.548180       5.00000       4.00000      0.360014       0.00000       0.00000       0.00000       0.00000    
      185   185.000       16.2917       12.4771       5.62546      0.197302      0.682099E-02  0.576340E-02  -217.414      -26.0990      -105.132       226.746       0.00000      -393.969       5.62070      0.550368       5.00000       4.00000      0.354999       0.00000       0.00000       0.00000       0.00000    
      186   186.000       16.2779       12.4886       5.62310      0.241381      0.834508E-02  0.717442E-02  -177.282      -32.3146      -85.1007       62.5952       0.00000      -393.894       5.69221      0.551080       5.00000       4.00000      0.354485       0.00000       0.00000       0.00000       0.00000    
      187   187.000       15.7905       12.3412       5.56060      0.298902      0.103436E-01  0.558382E-02  -192.635      -22.1202      -97.4695       194.374       0.00000      -391.248       6.24897      0.552158       5.00000       4.00000      0.340836       0.00000       0.00000       0.00000       0.00000    
      188   188.000       15.7605       12.3430       5.56067      0.186593      0.645744E-02  0.659213E-02  -151.693      -26.2743      -74.9036       76.7790       0.00000      -391.085       6.34351      0.554031       5.00000       4.00000      0.340850       0.00000       0.00000       0.00000       0.00000    
      189   189.000       15.4666       12.2465       5.52601      0.100955      0.349576E-02  0.404280E-02  -81.3776      -9.01824      -25.6172       84.7912       0.00000      -389.496       6.67899      0.554805       5.00000       4.00000      0.333281       0.00000       0.00000       0.00000       0.00000    
      190   190.000       15.4650       12.2505       5.52635      0.101294      0.350753E-02  0.490379E-02  -77.4689      -8.80217      -20.0455       54.1016       0.00000      -389.488       6.69853      0.555120       5.00000       4.00000      0.333355       0.00000       0.00000       0.00000       0.00000    
      191   191.000       15.3727       12.2201       5.51636      0.164983      0.571390E-02  0.555693E-02  -169.200      -23.2776      -83.3048       159.327       0.00000      -388.990       6.80987      0.555584       5.00000       4.00000      0.331173       0.00000       0.00000       0.00000       0.00000    
      192   192.000       15.3130       12.2070       5.51051      0.555861E-01  0.192535E-02   0.00000      -96.5541      -4.16916      -23.7982       193.964       0.00000      -388.668       6.90710      0.556232       5.00000       4.00000      0.329896       0.00000       0.00000       0.00000       0.00000    
      193   193.000       16.0899       12.3314       5.51051      0.150777      0.521459E-02  0.552492E-02  -115.922      -13.8957      -54.0448       82.1756       0.00000      -392.872       5.79757      0.556157       5.00000       4.00000      0.329896       0.00000       0.00000       0.00000       0.00000    
      194   194.000       15.9329       12.2878       5.49278      0.114763      0.397028E-02   0.00000      -104.288      -6.53466      -21.0036       185.402       0.00000      -392.020       5.98286      0.556643       5.00000       4.00000      0.326024       0.00000       0.00000       0.00000       0.00000    
      195   195.000       16.5558       12.3913       5.49278      0.141554      0.489120E-02  0.542867E-02  -140.327      -17.7320      -43.9927       124.739       0.00000      -395.410       5.19092      0.556382       5.00000       4.00000      0.326024       0.00000       0.00000       0.00000       0.00000    
      196   196.000       16.4489       12.3709       5.47967      0.225644      0.779841E-02  0.649556E-02  -223.604      -37.4993      -102.445       186.836       0.00000      -394.826       5.33361      0.556796       5.00000       4.00000      0.323161       0.00000       0.00000       0.00000       0.00000    
      197   197.000       16.2357       12.3234       5.45511      0.225451      0.779500E-02  0.628970E-02  -208.660      -27.2346      -108.549       178.838       0.00000      -393.665       5.60549      0.557677       5.00000       4.00000      0.317796       0.00000       0.00000       0.00000       0.00000    
      198   198.000       16.0666       12.2847       5.43689      0.219272      0.758384E-02   0.00000      -83.3598      -2.84505      -29.7657       134.506       0.00000      -392.745       5.82759      0.558607       5.00000       4.00000      0.313816       0.00000       0.00000       0.00000       0.00000    
      199   199.000       16.3815       12.3499       5.43689      0.198151      0.684913E-02  0.279891E-02  -112.679      -5.68491      -43.8691       164.964       0.00000      -394.458       5.44866      0.557685       5.00000       4.00000      0.313816       0.00000       0.00000       0.00000       0.00000    
      200   200.000       16.4878       12.4165       5.44907      0.108782      0.375931E-02  0.375919E-02  -141.741      -14.5434      -43.0514       192.276       0.00000      -395.038       5.44867      0.558379       5.00000       4.00000      0.316477       0.00000       0.00000       0.00000       0.00000    
      201   201.000       16.5867       12.4809       5.45842      0.185721      0.641693E-02  0.608102E-02  -178.619      -32.9408      -72.8314       148.284       0.00000      -395.578       5.44867      0.558586       5.00000       4.00000      0.318519       0.00000       0.00000       0.00000       0.00000    
      202   202.000       16.4167       12.4416       5.43962      0.243253      0.840753E-02  0.632558E-02  -225.255      -26.7204      -116.114       204.717       0.00000      -394.650       5.65607      0.559185       5.00000       4.00000      0.314413       0.00000       0.00000       0.00000       0.00000    
      203   203.000       16.2824       12.4149       5.42633      0.115689      0.399961E-02  0.461379E-02  -145.313      -15.0728      -62.2365       167.718       0.00000      -393.919       5.84422      0.560259       5.00000       4.00000      0.311510       0.00000       0.00000       0.00000       0.00000    
      204   204.000       16.3275       12.4432       5.43085      0.166570      0.575813E-02  0.371148E-02  -107.113      -10.6921      -41.2301       135.440       0.00000      -394.164       5.84423      0.560595       5.00000       4.00000      0.312497       0.00000       0.00000       0.00000       0.00000    
      205   205.000       16.3852       12.4791       5.43754      0.157266      0.543592E-02  0.304252E-02  -88.9434      -5.39195      -34.1345       120.375       0.00000      -394.479       5.84424      0.561117       5.00000       4.00000      0.313960       0.00000       0.00000       0.00000       0.00000    
      206   206.000       16.4483       12.5190       5.44469      0.179514      0.620414E-02   0.00000      -106.079      -5.20109      -30.7419       181.654       0.00000      -394.823       5.84425      0.561579       5.00000       4.00000      0.315519       0.00000       0.00000       0.00000       0.00000    
      207   207.000       17.0466       12.6154       5.44469      0.165611      0.571696E-02  0.526875E-02  -155.706      -18.5670      -65.0136       162.136       0.00000      -398.096       5.12263      0.560980       5.00000       4.00000      0.315519       0.00000       0.00000       0.00000       0.00000    
      208   208.000       17.0294       12.6233       5.44185      0.178068      0.614717E-02  0.580436E-02  -192.803      -19.4905      -88.8826       191.596       0.00000      -398.002       5.17928      0.561418       5.00000       4.00000      0.314900       0.00000       0.00000       0.00000       0.00000    
      209   209.000       16.9695       12.6213       5.43453      0.887422E-01  0.306387E-02   0.00000      -141.605      -8.16979      -41.7955       230.595       0.00000      -397.673       5.28320      0.561929       5.00000       4.00000      0.313302       0.00000       0.00000       0.00000       0.00000    
      210   210.000       17.1706       12.7350       5.43453      0.164524      0.567803E-02  0.533923E-02  -124.737      -15.3640      -49.7586       109.380       0.00000      -398.776       5.25247      0.561800       5.00000       4.00000      0.313302       0.00000       0.00000       0.00000       0.00000    
      211   211.000       17.0706       12.7149       5.42422      0.213779      0.737939E-02  0.632367E-02  -191.411      -27.2896      -89.4923       156.508       0.00000      -398.227       5.37364      0.562235       5.00000       4.00000      0.311050       0.00000       0.00000       0.00000       0.00000    
      212   212.000       16.8752       12.6697       5.40487      0.107038      0.369624E-02  0.486103E-02  -145.923      -14.3607      -56.5183       163.250       0.00000      -397.156       5.59771      0.562990       5.00000       4.00000      0.306825       0.00000       0.00000       0.00000       0.00000    
      213   213.000       16.9106       12.6916       5.40800      0.124538      0.430026E-02  0.587437E-02  -147.261      -21.7397      -63.9816       116.435       0.00000      -397.350       5.59971      0.563333       5.00000       4.00000      0.307507       0.00000       0.00000       0.00000       0.00000    
      214   214.000       16.7516       12.6517       5.39270      0.155157      0.535916E-02  0.615074E-02  -163.686      -24.6338      -72.7480       125.700       0.00000      -396.479       5.77541      0.563832       5.00000       4.00000      0.304165       0.00000       0.00000       0.00000       0.00000    
      215   215.000       16.5669       12.6026       5.37536      0.231910      0.801313E-02  0.662797E-02  -222.054      -32.8182      -102.040       183.704       0.00000      -395.470       5.97682      0.564401       5.00000       4.00000      0.300379       0.00000       0.00000       0.00000       0.00000    
      216   216.000       16.3762       12.5530       5.35899      0.182296      0.630116E-02  0.597907E-02  -185.930      -23.9601      -86.2549       168.877       0.00000      -394.430       6.19939      0.565411       5.00000       4.00000      0.296803       0.00000       0.00000       0.00000       0.00000    
      217   217.000       16.2782       12.5308       5.35102      0.249192      0.861512E-02  0.646569E-02  -150.726      -26.3952      -70.4047       89.1474       0.00000      -393.896       6.32638      0.566066       5.00000       4.00000      0.295062       0.00000       0.00000       0.00000       0.00000    
      218   218.000       16.0303       12.4515       5.33166      0.196828      0.680807E-02  0.539891E-02  -180.114      -19.4934      -78.9726       185.918       0.00000      -392.548       6.58653      0.567326       5.00000       4.00000      0.290834       0.00000       0.00000       0.00000       0.00000    
