Results from FLAKE simulations.
 No     time         Ts            Tm            Tb            ufr_a         ufr_w         Wconv         Qw            Q_se          Q_la          I_w           Q_lwa         Q_lww         h_ML          C_T           H_B1          T_B1          Qbot          H_ice         H_snow        T_ice         T_snow   
      219   219.000       16.0202       12.4586       5.33295      0.151250      0.523167E-02  0.533411E-02  -157.821      -17.5087      -69.4136       156.331       0.00000      -392.493       6.63573      0.568162       5.00000       4.00000      0.291117       0.00000       0.00000       0.00000       0.00000    
      220   220.000       15.9890       12.4563       5.33143      0.180324      0.623774E-02  0.555156E-02  -167.535      -18.7576      -70.3191       161.181       0.00000      -392.324       6.69476      0.568679       5.00000       4.00000      0.290785       0.00000       0.00000       0.00000       0.00000    
      221   221.000       15.9400       12.4478       5.32912      0.197484      0.683197E-02  0.556716E-02  -210.444      -18.1661      -95.6648       221.599       0.00000      -392.058       6.77282      0.569396       5.00000       4.00000      0.290279       0.00000       0.00000       0.00000       0.00000    
      222   222.000       15.9445       12.4617       5.33191      0.172751      0.597628E-02  0.546955E-02  -161.931      -19.6157      -71.3445       156.496       0.00000      -392.083       6.81361      0.570270       5.00000       4.00000      0.290888       0.00000       0.00000       0.00000       0.00000    
      223   223.000       15.9009       12.4544       5.33016      0.211976      0.733386E-02  0.619569E-02  -187.019      -24.0649      -91.2017       158.655       0.00000      -391.846       6.88442      0.570943       5.00000       4.00000      0.290508       0.00000       0.00000       0.00000       0.00000    
      224   224.000       15.7781       12.4176       5.32319      0.185591      0.642254E-02  0.618023E-02  -182.028      -21.9200      -90.9466       152.208       0.00000      -391.181       7.03053      0.571972       5.00000       4.00000      0.288985       0.00000       0.00000       0.00000       0.00000    
      225   225.000       15.6544       12.3790       5.31571      0.108202      0.374534E-02  0.502302E-02  -103.967      -11.2702      -46.9942       90.3106       0.00000      -390.511       7.17278      0.572789       5.00000       4.00000      0.287352       0.00000       0.00000       0.00000       0.00000    
      226   226.000       15.5960       12.3612       5.31275      0.668357E-01  0.231373E-02   0.00000      -108.443      -1.01015      -23.4713       209.840       0.00000      -390.196       7.24325      0.573306       5.00000       4.00000      0.286704       0.00000       0.00000       0.00000       0.00000    
      227   227.000       16.5379       12.4908       5.31275      0.133677      0.461917E-02  0.604234E-02  -123.485      -18.9248      -48.7992       71.0470       0.00000      -395.312       5.95441      0.573194       5.00000       4.00000      0.286704       0.00000       0.00000       0.00000       0.00000    
      228   228.000       16.3135       12.4232       5.29674      0.176610      0.610540E-02  0.636306E-02  -193.679      -27.0329      -85.3797       157.489       0.00000      -394.088       6.17195      0.573767       5.00000       4.00000      0.283209       0.00000       0.00000       0.00000       0.00000    
      229   229.000       16.1434       12.3764       5.28523      0.215640      0.745711E-02  0.665097E-02  -211.320      -33.3766      -95.2330       165.271       0.00000      -393.163       6.35678      0.574436       5.00000       4.00000      0.280693       0.00000       0.00000       0.00000       0.00000    
      230   230.000       15.9410       12.3170       5.27264      0.162232      0.561241E-02  0.571950E-02  -133.723      -16.2645      -63.0385       104.125       0.00000      -392.064       6.57460      0.575394       5.00000       4.00000      0.277945       0.00000       0.00000       0.00000       0.00000    
      231   231.000       15.8158       12.2788       5.26519      0.300180      0.103873E-01  0.366241E-02  -138.801      -2.81812      -58.6792       175.969       0.00000      -391.385       6.70822      0.575987       5.00000       4.00000      0.276317       0.00000       0.00000       0.00000       0.00000    
      232   232.000       15.8991       12.3260       5.27838      0.216707      0.749759E-02  0.554936E-02  -171.426      -15.8648      -78.6523       166.282       0.00000      -391.836       6.70823      0.578006       5.00000       4.00000      0.279199       0.00000       0.00000       0.00000       0.00000    
      233   233.000       15.8538       12.3191       5.27880      0.134807      0.466445E-02  0.491295E-02  -144.320      -13.9565      -56.3354       151.444       0.00000      -391.591       6.78527      0.579051       5.00000       4.00000      0.279289       0.00000       0.00000       0.00000       0.00000    
      234   234.000       15.8551       12.3279       5.28023      0.224991      0.778484E-02  0.728188E-02  -217.106      -36.9348      -99.1803       132.923       0.00000      -391.598       6.81197      0.579507       5.00000       4.00000      0.279603       0.00000       0.00000       0.00000       0.00000    
      235   235.000       15.5413       12.2196       5.26322      0.269748      0.933918E-02  0.739901E-02  -229.341      -37.5265      -108.499       142.310       0.00000      -389.900       7.11686      0.580657       5.00000       4.00000      0.275887       0.00000       0.00000       0.00000       0.00000    
      236   236.000       15.2308       12.1077       5.24956      0.793559E-01  0.274912E-02  0.384793E-02  -132.054      -10.7264      -43.1989       157.512       0.00000      -388.225       7.42775      0.582444       5.00000       4.00000      0.272904       0.00000       0.00000       0.00000       0.00000    
      237   237.000       15.2785       12.1400       5.25350      0.116613      0.403945E-02  0.465945E-02  -161.785      -12.5660      -63.1214       179.757       0.00000      -388.482       7.42775      0.582773       5.00000       4.00000      0.273765       0.00000       0.00000       0.00000       0.00000    
      238   238.000       15.3133       12.1627       5.25718      0.147641      0.511390E-02  0.590723E-02  -186.061      -22.3732      -78.6336       168.786       0.00000      -388.669       7.42850      0.583253       5.00000       4.00000      0.274569       0.00000       0.00000       0.00000       0.00000    
      239   239.000       15.2355       12.1402       5.25523      0.200872      0.695872E-02  0.639731E-02  -193.144      -22.9049      -92.8754       154.865       0.00000      -388.251       7.52661      0.584023       5.00000       4.00000      0.274142       0.00000       0.00000       0.00000       0.00000    
      240   240.000       15.0943       12.0908       5.25091      0.223323      0.773860E-02  0.667711E-02  -204.697      -22.9031      -104.120       155.457       0.00000      -387.491       7.68007      0.585117       5.00000       4.00000      0.273199       0.00000       0.00000       0.00000       0.00000    
      241   241.000       14.9223       12.0273       5.24631      0.702621E-01  0.243554E-02  0.293630E-02  -159.513      -11.8744      -45.0385       204.966       0.00000      -386.566       7.86271      0.586525       5.00000       4.00000      0.272193       0.00000       0.00000       0.00000       0.00000    
      242   242.000       15.0043       12.0852       5.25139      0.120298      0.416930E-02  0.508809E-02  -153.864      -13.5572      -62.9075       154.457       0.00000      -387.007       7.86271      0.586738       5.00000       4.00000      0.273304       0.00000       0.00000       0.00000       0.00000    
      243   243.000       14.9881       12.0856       5.25282      0.144976      0.502474E-02  0.377110E-02  -123.007      -2.69670      -52.9540       144.171       0.00000      -386.920       7.90325      0.587373       5.00000       4.00000      0.273617       0.00000       0.00000       0.00000       0.00000    
      244   244.000       15.0288       12.1124       5.25728      0.176701      0.612383E-02  0.258233E-02  -132.371       4.13124      -59.5101       171.431       0.00000      -387.138       7.90326      0.587997       5.00000       4.00000      0.274591       0.00000       0.00000       0.00000       0.00000    
      245   245.000       15.1031       12.1621       5.26463      0.194407      0.673650E-02  0.301580E-02  -112.188       5.22610      -53.3736       140.231       0.00000      -387.538       7.90327      0.588921       5.00000       4.00000      0.276196       0.00000       0.00000       0.00000       0.00000    
      246   246.000       15.1588       12.1977       5.27176      0.131614      0.456011E-02   0.00000      -65.1490       2.24261      -17.6805       101.753       0.00000      -387.837       7.90328      0.590032       5.00000       4.00000      0.277751       0.00000       0.00000       0.00000       0.00000    
      247   247.000       15.8555       12.2442       5.27176      0.228571      0.790871E-02  0.566417E-02  -118.605      -11.8075      -57.3400       85.5976       0.00000      -391.600       6.76056      0.589525       5.00000       4.00000      0.277751       0.00000       0.00000       0.00000       0.00000    
      248   248.000       15.7250       12.2016       5.27004      0.125092      0.432938E-02  0.436472E-02  -85.1491      -7.08073      -24.2755       82.9460       0.00000      -390.893       6.89303      0.590702       5.00000       4.00000      0.277377       0.00000       0.00000       0.00000       0.00000    
      249   249.000       15.7047       12.1984       5.27045      0.148031      0.512349E-02  0.710890E-02  -175.299      -20.6824      -56.4141       85.6780       0.00000      -390.783       6.92525      0.591072       5.00000       4.00000      0.277466       0.00000       0.00000       0.00000       0.00000    
      250   250.000       15.3848       12.0832       5.25907      0.171438      0.593734E-02  0.591955E-02  -137.289      -15.7344      -44.5824       100.098       0.00000      -389.055       7.21096      0.592061       5.00000       4.00000      0.274981       0.00000       0.00000       0.00000       0.00000    
      251   251.000       15.2476       12.0352       5.25566      0.182834      0.633367E-02  0.497697E-02  -116.929      -7.83110      -47.2553       108.282       0.00000      -388.315       7.34551      0.592806       5.00000       4.00000      0.274236       0.00000       0.00000       0.00000       0.00000    
      252   252.000       15.2048       12.0237       5.25722      0.184012      0.637502E-02  0.170060E-02  -67.7049       1.58183      -14.4166       91.2328       0.00000      -388.085       7.40477      0.593683       5.00000       4.00000      0.274576       0.00000       0.00000       0.00000       0.00000    
      253   253.000       15.2530       12.0535       5.26296      0.211616      0.733066E-02  0.618533E-02  -146.387      -21.2592      -59.1139       100.469       0.00000      -388.345       7.40478      0.594584       5.00000       4.00000      0.275830       0.00000       0.00000       0.00000       0.00000    
      254   254.000       15.0917       11.9943       5.26093      0.209431      0.725725E-02  0.642147E-02  -145.281      -17.7819      -72.6197       86.9608       0.00000      -387.476       7.56213      0.595771       5.00000       4.00000      0.275387       0.00000       0.00000       0.00000       0.00000    
      255   255.000       14.8967       11.9192       5.25789      0.363585      0.126038E-01  0.441812E-02  -71.8092       2.24522      -22.6026       61.5315       0.00000      -386.429       7.74508      0.596984       5.00000       4.00000      0.274723       0.00000       0.00000       0.00000       0.00000    
      256   256.000       14.8572       11.9057       5.27224      0.344469      0.119421E-01  0.670956E-02  -158.759      -17.1413      -80.3905       90.1902       0.00000      -386.217       7.82431      0.600834       5.00000       4.00000      0.277857       0.00000       0.00000       0.00000       0.00000    
      257   257.000       14.6372       11.8175       5.27950      0.311186      0.107928E-01  0.725037E-02  -184.582      -19.8506      -104.900       92.8304       0.00000      -385.039       8.04744      0.604353       5.00000       4.00000      0.279442       0.00000       0.00000       0.00000       0.00000    
      258   258.000       14.3555       11.6995       5.28389      0.171198      0.594087E-02  0.641584E-02  -165.111      -20.1683      -71.9836       113.543       0.00000      -383.533       8.31370      0.607411       5.00000       4.00000      0.280402       0.00000       0.00000       0.00000       0.00000    
      259   259.000       14.1955       11.6330       5.28450      0.110979      0.385235E-02  0.601989E-02  -159.716      -18.8456      -59.0456       124.202       0.00000      -382.680       8.46621      0.608580       5.00000       4.00000      0.280535       0.00000       0.00000       0.00000       0.00000    
      260   260.000       14.0827       11.5872       5.28607      0.178696      0.620436E-02  0.714185E-02  -133.661      -22.9057      -63.2080       32.3887       0.00000      -382.079       8.58152      0.609657       5.00000       4.00000      0.280879       0.00000       0.00000       0.00000       0.00000    
      261   261.000       13.7987       11.4570       5.28573      0.207270      0.720040E-02  0.367708E-02  -66.4895      -4.57403      -22.0195       67.1157       0.00000      -380.571       8.82693      0.611225       5.00000       4.00000      0.280803       0.00000       0.00000       0.00000       0.00000    
      262   262.000       13.7942       11.4574       5.29249      0.187440      0.651159E-02  0.173169E-02  -75.5607       4.60569      -26.2688       96.1571       0.00000      -380.547       8.85292      0.612951       5.00000       4.00000      0.282280       0.00000       0.00000       0.00000       0.00000    
      263   263.000       13.8351       11.4835       5.29898      0.258169      0.896799E-02  0.185621E-02  -43.4007       9.85218      -20.8971       53.9177       0.00000      -380.764       8.85293      0.614370       5.00000       4.00000      0.283698       0.00000       0.00000       0.00000       0.00000    
      264   264.000       13.8588       11.4966       5.31030      0.185538      0.644469E-02   0.00000      -65.8350       4.00024      -9.54883       91.0522       0.00000      -380.890       8.86246      0.617052       5.00000       4.00000      0.286170       0.00000       0.00000       0.00000       0.00000    
      265   265.000       14.2466       11.5286       5.31030      0.228668      0.793686E-02  0.654090E-02  -136.845      -20.5115      -57.7049       66.4765       0.00000      -382.952       8.12091      0.615667       5.00000       4.00000      0.286170       0.00000       0.00000       0.00000       0.00000    
      266   266.000       14.0326       11.4380       5.31402      0.204228      0.709153E-02  0.743308E-02  -210.877      -27.5096      -103.493       110.536       0.00000      -381.813       8.31377      0.617410       5.00000       4.00000      0.286983       0.00000       0.00000       0.00000       0.00000    
      267   267.000       13.7345       11.3090       5.31613      0.719744E-01  0.250065E-02  0.557352E-02  -144.226      -14.1117      -42.3966       118.802       0.00000      -380.230       8.57978      0.619030       5.00000       4.00000      0.287444       0.00000       0.00000       0.00000       0.00000    
      268   268.000       13.6519       11.2761       5.31899      0.915228E-01  0.318034E-02  0.602576E-02  -150.309      -17.8216      -51.4452       108.047       0.00000      -379.793       8.66938      0.620020       5.00000       4.00000      0.288069       0.00000       0.00000       0.00000       0.00000    
      269   269.000       13.5250       11.2215       5.32215      0.201704      0.701076E-02  0.657286E-02  -155.881      -17.3407      -75.5802       88.7244       0.00000      -379.121       8.79467      0.621209       5.00000       4.00000      0.288757       0.00000       0.00000       0.00000       0.00000    
      270   270.000       13.3345       11.1351       5.32659      0.165296      0.574742E-02  0.514402E-02  -82.2736      -9.14266      -33.2134       52.0466       0.00000      -378.114       8.97280      0.622882       5.00000       4.00000      0.289728       0.00000       0.00000       0.00000       0.00000    
      271   271.000       13.2491       11.0960       5.33042      0.107122      0.372531E-02  0.509820E-02  -122.421      -11.4968      -33.8725       105.166       0.00000      -377.663       9.05709      0.624074       5.00000       4.00000      0.290564       0.00000       0.00000       0.00000       0.00000    
      272   272.000       13.1942       11.0735       5.33368      0.201231      0.699881E-02  0.595021E-02  -103.539      -17.2664      -44.7547       49.6376       0.00000      -377.374       9.12207      0.625038       5.00000       4.00000      0.291277       0.00000       0.00000       0.00000       0.00000    
      273   273.000       13.0485       11.0040       5.33971      0.294636      0.102503E-01  0.641140E-02  -153.825      -14.8122      -69.6918       92.8933       0.00000      -376.607       9.25973      0.626891       5.00000       4.00000      0.292593       0.00000       0.00000       0.00000       0.00000    
      274   274.000       12.8833       10.9255       5.35473      0.265204      0.922935E-02  0.676701E-02  -143.608      -24.1363      -69.4022       61.1778       0.00000      -375.737       9.43626      0.631055       5.00000       4.00000      0.295873       0.00000       0.00000       0.00000       0.00000    
      275   275.000       12.6697       10.8195       5.36774      0.145907      0.507979E-02  0.561893E-02  -127.795      -12.6357      -43.0318       92.4420       0.00000      -374.617       9.64183      0.634634       5.00000       4.00000      0.298715       0.00000       0.00000       0.00000       0.00000    
      276   276.000       12.5748       10.7738       5.37304      0.305102      0.106242E-01  0.650861E-02  -120.781      -17.6686      -59.3764       44.7351       0.00000      -374.119       9.73984      0.636061       5.00000       4.00000      0.299872       0.00000       0.00000       0.00000       0.00000    
      277   277.000       12.3845       10.6760       5.39289      0.325870      0.113515E-01  0.690462E-02  -170.432      -22.8142      -77.5619       85.8143       0.00000      -373.124       9.93444      0.641340       5.00000       4.00000      0.304206       0.00000       0.00000       0.00000       0.00000    
      278   278.000       12.1746       10.5671       5.41765      0.212766      0.741460E-02  0.636853E-02  -156.939      -15.1348      -67.7671       95.6693       0.00000      -372.027       10.1559      0.647806       5.00000       4.00000      0.309615       0.00000       0.00000       0.00000       0.00000    
      279   279.000       12.0236       10.4882       5.42970      0.298918      0.104199E-01  0.490538E-02  -106.261       7.11088      -54.6119       86.4520       0.00000      -371.241       10.3074      0.650800       5.00000       4.00000      0.312247       0.00000       0.00000       0.00000       0.00000    
      280   280.000       11.9714       10.4624       5.45285      0.316787      0.110439E-01   0.00000       24.1643       44.8514       15.5381       67.8457       0.00000      -370.969       10.3955      0.657070       5.00000       4.00000      0.317302       0.00000       0.00000       0.00000       0.00000    
      281   281.000       13.4220       10.5799       5.45285      0.305564      0.106228E-01   0.00000      -45.5961       25.2873      -13.0683       80.4446       0.00000      -378.576       7.24134      0.649809       5.00000       4.00000      0.317302       0.00000       0.00000       0.00000       0.00000    
      282   282.000       13.7945       10.6242       5.45285      0.171610      0.596165E-02  0.517828E-02  -97.2417      -3.69677      -41.2304       60.2864       0.00000      -380.549       6.62042      0.646899       5.00000       4.00000      0.317302       0.00000       0.00000       0.00000       0.00000    
      283   283.000       13.6513       10.5764       5.45724      0.975664E-01  0.339035E-02  0.537985E-02  -139.399      -7.86956      -31.2915       110.877       0.00000      -379.789       6.75110      0.647694       5.00000       4.00000      0.318262       0.00000       0.00000       0.00000       0.00000    
      284   284.000       13.5327       10.5395       5.46084      0.647931E-01  0.225203E-02  0.559885E-02  -124.663      -13.9724      -28.4742       78.5134       0.00000      -379.162       6.87036      0.648366       5.00000       4.00000      0.319048       0.00000       0.00000       0.00000       0.00000    
      285   285.000       13.3606       10.4799       5.46526      0.624576E-01  0.217158E-02  0.553830E-02  -113.246      -14.8777      -26.8966       65.3025       0.00000      -378.252       7.02847      0.649117       5.00000       4.00000      0.320013       0.00000       0.00000       0.00000       0.00000    
      286   286.000       13.1885       10.4180       5.46979      0.889678E-01  0.309433E-02  0.579856E-02  -118.010      -17.1792      -38.1726       58.0079       0.00000      -377.344       7.18575      0.649885       5.00000       4.00000      0.321002       0.00000       0.00000       0.00000       0.00000    
      287   287.000       12.9817       10.3407       5.47510      0.131771      0.458487E-02  0.579850E-02  -114.189      -15.3651      -44.4203       52.4897       0.00000      -376.255       7.37304      0.650767       5.00000       4.00000      0.322162       0.00000       0.00000       0.00000       0.00000    
      288   288.000       12.7756       10.2612       5.48063      0.820138E-01  0.285475E-02  0.574719E-02  -132.862      -13.2932      -35.1034       80.5082       0.00000      -375.172       7.56151      0.651698       5.00000       4.00000      0.323370       0.00000       0.00000       0.00000       0.00000    
      289   289.000       12.6005       10.1937       5.48601      0.142295      0.495470E-02  0.623204E-02  -132.610      -22.5113      -52.6553       52.1586       0.00000      -374.254       7.73093      0.652667       5.00000       4.00000      0.324545       0.00000       0.00000       0.00000       0.00000    
      290   290.000       12.3472       10.0902       5.49306      0.245584      0.855539E-02  0.627414E-02  -123.756      -22.6569      -58.7297       37.1777       0.00000      -372.928       7.96710      0.653866       5.00000       4.00000      0.326085       0.00000       0.00000       0.00000       0.00000    
      291   291.000       12.0849       9.97879       5.50489      0.265457      0.925238E-02  0.700487E-02  -169.929      -35.2796      -77.6048       48.0897       0.00000      -371.560       8.22241      0.656300       5.00000       4.00000      0.328669       0.00000       0.00000       0.00000       0.00000    
      292   292.000       11.7297       9.82221       5.52014      0.105471      0.367867E-02  0.656874E-02  -156.588      -28.1308      -56.0841       60.2859       0.00000      -369.713       8.57279      0.659387       5.00000       4.00000      0.331999       0.00000       0.00000       0.00000       0.00000    
      293   293.000       11.4576       9.69835       5.52958      0.110692      0.386278E-02  0.592584E-02  -125.306      -17.9583      -44.2668       56.8145       0.00000      -368.302       8.84562      0.661134       5.00000       4.00000      0.334061       0.00000       0.00000       0.00000       0.00000    
      294   294.000       11.2680       9.61014       5.53725      0.206359      0.720390E-02  0.633461E-02  -118.924      -20.0071      -55.0437       24.4118       0.00000      -367.322       9.04352      0.662695       5.00000       4.00000      0.335736       0.00000       0.00000       0.00000       0.00000    
      295   295.000       11.0177       9.48857       5.54868      0.169290      0.591270E-02  0.655176E-02  -159.639      -29.4299      -54.9611       61.7932       0.00000      -366.030       9.30351      0.665166       5.00000       4.00000      0.338232       0.00000       0.00000       0.00000       0.00000    
      296   296.000       10.7631       9.36273       5.55936      0.862051E-01  0.301230E-02  0.635509E-02  -169.242      -22.6791      -41.7359       84.8675       0.00000      -364.721       9.57829      0.667411       5.00000       4.00000      0.340564       0.00000       0.00000       0.00000       0.00000    
      297   297.000       10.5472       9.25415       5.56961      0.272902      0.954011E-02  0.716522E-02  -180.397      -42.4011      -90.7431       41.0633       0.00000      -363.612       9.82457      0.669749       5.00000       4.00000      0.342802       0.00000       0.00000       0.00000       0.00000    
      298   298.000       10.2090       9.07512       5.59161      0.321653      0.112516E-01   0.00000       40.2765       29.8390       31.5400       17.0349       0.00000      -361.881       10.2155      0.675531       5.00000       4.00000      0.347608       0.00000       0.00000       0.00000       0.00000    
      299   299.000       10.6663       9.14813       5.59161      0.305585      0.106802E-01  0.543364E-02  -106.883      -9.14567      -45.3522       47.4536       0.00000      -364.223       8.84185      0.666144       5.00000       4.00000      0.347608       0.00000       0.00000       0.00000       0.00000    
      300   300.000       10.5015       9.07152       5.61062      0.340674      0.119103E-01  0.474152E-02  -55.2946      0.788513      -26.0043       11.0111       0.00000      -363.378       9.06538      0.671855       5.00000       4.00000      0.351759       0.00000       0.00000       0.00000       0.00000    
      301   301.000       10.3833       9.01431       5.63427      0.195911      0.685080E-02  0.552196E-02  -87.8484      -15.2255      -35.3697       18.0375       0.00000      -362.772       9.24125      0.679507       5.00000       4.00000      0.356924       0.00000       0.00000       0.00000       0.00000    
      302   302.000       10.2019       8.92437       5.64509      0.118237      0.413607E-02  0.543704E-02  -105.601      -14.5084      -34.5183       44.2978       0.00000      -361.845       9.45406      0.682192       5.00000       4.00000      0.359287       0.00000       0.00000       0.00000       0.00000    
      303   303.000       10.0439       8.84534       5.65298      0.153751      0.538001E-02  0.545482E-02  -96.7721      -17.6676      -41.5737       31.4565       0.00000      -361.039       9.64510      0.684022       5.00000       4.00000      0.361012       0.00000       0.00000       0.00000       0.00000    
      304   304.000       9.88024       8.76116       5.66127      0.240547      0.841982E-02  0.529834E-02  -72.5589      -11.2633      -30.2083       7.75622       0.00000      -360.205       9.84410      0.686002       5.00000       4.00000      0.362822       0.00000       0.00000       0.00000       0.00000    
      305   305.000       9.72256       8.67764       5.67716      0.410066      0.143578E-01  0.381945E-02  -35.1691       7.34104      -17.0194       12.7157       0.00000      -359.403       10.0513      0.691100       5.00000       4.00000      0.366293       0.00000       0.00000       0.00000       0.00000    
      306   306.000       9.66717       8.64839       5.71749      0.204573      0.716358E-02  0.292491E-02  -22.0270       4.31127      -9.74203       13.5466       0.00000      -359.121       10.1959      0.707181       5.00000       4.00000      0.375100       0.00000       0.00000       0.00000       0.00000    
      307   307.000       9.64618       8.63704       5.72820      0.360848      0.126364E-01   0.00000       64.2145       35.9366       37.9331       10.0218       0.00000      -359.015       10.2389      0.711388       5.00000       4.00000      0.377439       0.00000       0.00000       0.00000       0.00000    
      308   308.000       9.76965       8.73170       5.72820      0.167698      0.587114E-02  0.489870E-02  -66.4312      -6.52812      -26.1038       18.1863       0.00000      -359.642       10.1453      0.698090       5.00000       4.00000      0.377439       0.00000       0.00000       0.00000       0.00000    
      309   309.000       9.65471       8.66938       5.73730      0.160389      0.561652E-02  0.629750E-02  -146.891      -27.2139      -47.6805       44.8642       0.00000      -359.058       10.2897      0.700827       5.00000       4.00000      0.379427       0.00000       0.00000       0.00000       0.00000    
      310   310.000       9.41681       8.53813       5.75026      0.244793      0.857609E-02  0.679160E-02  -175.293      -38.3616      -63.5286       42.3145       0.00000      -357.851       10.5877      0.704170       5.00000       4.00000      0.382258       0.00000       0.00000       0.00000       0.00000    
      311   311.000       9.11764       8.36720       5.77244      0.191907      0.672714E-02  0.571955E-02  -116.827      -19.1103      -36.8278       37.9098       0.00000      -356.338       10.9875      0.711216       5.00000       4.00000      0.387101       0.00000       0.00000       0.00000       0.00000    
      312   312.000       8.94451       8.26555       5.78682      0.238015      0.834619E-02  0.651542E-02  -169.064      -27.9496      -62.6571       49.4174       0.00000      -355.465       11.2328      0.716404       5.00000       4.00000      0.390242       0.00000       0.00000       0.00000       0.00000    
      313   313.000       8.69039       8.11170       5.79577      0.123538      0.433407E-02  0.590711E-02  -135.857      -22.1129      -40.9599       45.9834       0.00000      -354.186       11.5828      0.718282       5.00000       4.00000      0.392197       0.00000       0.00000       0.00000       0.00000    
      314   314.000       8.50414       7.99601       5.79957      0.646954      0.227051E-01  0.473118E-02  -79.3618       2.52171      -33.9888       33.9939       0.00000      -353.250       11.8518      0.718282       5.00000       4.00000      0.393027       0.00000       0.00000       0.00000       0.00000    
      315   315.000       8.41106       7.93735       5.80146      0.326629      0.114652E-01  0.557163E-02  -117.245      -11.1327      -47.1099       39.5798       0.00000      -352.784       11.9939      0.718282       5.00000       4.00000      0.393439       0.00000       0.00000       0.00000       0.00000    
      316   316.000       8.25543       7.83731       5.80463      0.162058      0.569020E-02  0.606607E-02  -147.313      -26.7735      -43.8046       44.0166       0.00000      -352.004       12.2378      0.718282       5.00000       4.00000      0.394131       0.00000       0.00000       0.00000       0.00000    
      317   317.000       8.05399       7.70440       5.80875      0.774828E-01  0.272164E-02  0.546626E-02  -122.376      -14.7195      -24.8531       47.3564       0.00000      -350.998       12.5709      0.718282       5.00000       4.00000      0.395031       0.00000       0.00000       0.00000       0.00000    
      318   318.000       7.91029       7.60774       5.81168      0.118030      0.414703E-02  0.566093E-02  -131.221      -18.0149      -37.0677       45.0855       0.00000      -350.281       12.8286      0.718282       5.00000       4.00000      0.395671       0.00000       0.00000       0.00000       0.00000    
      319   319.000       7.74943       7.49684       5.81497      0.348586      0.122515E-01  0.477395E-02  -75.9200      -5.82843      -43.5462       22.4005       0.00000      -349.479       13.1323      0.718282       5.00000       4.00000      0.396389       0.00000       0.00000       0.00000       0.00000    
      320   320.000       7.65145       7.42773       5.81696      0.337083      0.118494E-01  0.431622E-02  -79.2858       4.53696      -21.2067       43.2908       0.00000      -348.992       13.3251      0.718282       5.00000       4.00000      0.396823       0.00000       0.00000       0.00000       0.00000    
      321   321.000       7.58521       7.38109       5.81830      0.292623      0.102878E-01  0.360159E-02  -50.0094       5.71356      -15.6510       29.5332       0.00000      -348.663       13.4686      0.718282       5.00000       4.00000      0.397116       0.00000       0.00000       0.00000       0.00000    
      322   322.000       7.54763       7.35433       5.81905      0.115673      0.406705E-02  0.465690E-02  -86.9609      -6.20284      -17.9039       38.6002       0.00000      -348.476       13.5513      0.718282       5.00000       4.00000      0.397282       0.00000       0.00000       0.00000       0.00000    
      323   323.000       7.46113       7.29184       5.82081      0.145297      0.510946E-02  0.421980E-02  -61.1735      -7.65674      -18.1577       24.0095       0.00000      -348.047       13.7439      0.718282       5.00000       4.00000      0.397665       0.00000       0.00000       0.00000       0.00000    
      324   324.000       7.39566       7.24370       5.82214      0.148765      0.523209E-02  0.555773E-02  -120.490      -24.5289      -38.4117       31.2588       0.00000      -347.722       13.8921      0.718282       5.00000       4.00000      0.397955       0.00000       0.00000       0.00000       0.00000    
      325   325.000       7.24280       7.12882       5.82526      0.989427E-01  0.348084E-02  0.559342E-02  -130.536      -21.9692      -31.2012       38.4563       0.00000      -346.965       14.2533      0.718282       5.00000       4.00000      0.398638       0.00000       0.00000       0.00000       0.00000    
      326   326.000       7.08912       7.01029       5.82841      0.905303E-01  0.318583E-02  0.513735E-02  -106.730      -15.7607      -25.0444       34.3278       0.00000      -346.205       14.6527      0.718282       5.00000       4.00000      0.399326       0.00000       0.00000       0.00000       0.00000    
      327   327.000       6.97108       6.91698       5.83083      0.118318      0.416464E-02  0.526110E-02  -109.012      -21.7555      -32.4311       28.6883       0.00000      -345.622       14.9899      0.718282       5.00000       4.00000      0.399852       0.00000       0.00000       0.00000       0.00000    
      328   328.000       6.84369       6.81351       5.83343      0.199653      0.702925E-02  0.628875E-02  -181.251      -39.6482      -56.0426       40.1592       0.00000      -344.994       15.3825      0.718282       5.00000       4.00000      0.400422       0.00000       0.00000       0.00000       0.00000    
      329   329.000       6.63216       6.63216       6.63216      0.244350      0.860639E-02  0.604427E-02  -163.906      -36.8438      -52.3058       33.6555       0.00000      -343.952       16.0500      0.500000       5.00000       4.00000      0.574864       0.00000       0.00000       0.00000       0.00000    
      330   330.000       6.46448       6.46448       6.46448      0.190067      0.669662E-02  0.656647E-02  -218.276      -55.8811      -65.9207       39.1097       0.00000      -343.129       16.0500      0.500000       5.00000       4.00000      0.538243       0.00000       0.00000       0.00000       0.00000    
      331   331.000       6.23415       6.23415       6.23415      0.107698      0.379618E-02  0.605454E-02  -194.149      -43.5269      -45.0306       40.1655       0.00000      -341.999       16.0500      0.500000       5.00000       4.00000      0.487939       0.00000       0.00000       0.00000       0.00000    
      332   332.000       6.03616       6.03616       6.03616      0.138361      0.487884E-02  0.622933E-02  -225.882      -56.5838      -59.0746       41.1592       0.00000      -341.031       16.0500      0.500000       5.00000       4.00000      0.444698       0.00000       0.00000       0.00000       0.00000    
